Date,AAPL,JPM,PFE,TSLA,CVX,DAL
07/09/2012,21.02224,30.85256,16.912905,5.87,80.357819,8.242929
10/09/2012,20.475393,30.428619,16.815216,5.474,80.329605,8.331756
11/09/2012,20.408968,31.088072,16.864061,5.56,80.484711,8.242929
12/09/2012,20.693203,31.339275,16.794287,5.656,80.696159,8.438344
13/09/2012,21.100708,32.501156,16.919874,5.896,82.162338,8.39393
14/09/2012,21.357134,32.634613,16.6059,6.078,82.648712,8.234048
17/09/2012,21.619747,32.336304,16.759401,6.508,82.571198,8.19852
18/09/2012,21.685551,32.391254,16.752422,6.268,82.451347,7.958691
19/09/2012,21.691423,32.454067,16.857082,6.21,82.190529,8.322872
20/09/2012,21.586376,32.383411,17.031507,6.18,83.071693,8.12746
21/09/2012,21.62932,32.092934,17.108261,6.004,83.036415,8.056397
24/09/2012,21.342001,32.367699,17.268742,6.132,83.022331,8.109693
25/09/2012,20.809057,31.833878,17.331537,5.532,82.423164,8.011985
26/09/2012,20.550776,31.5905,17.324558,5.508,81.979065,8.13634
27/09/2012,21.049421,31.935923,17.415262,5.698,82.61348,8.19852
28/09/2012,20.610096,31.778915,17.338516,5.856,82.162338,8.13634
01/10/2012,20.371899,32.163586,17.47109,5.832,82.648712,8.411697
02/10/2012,20.43121,32.124332,17.526903,5.96,83.149193,8.67817
03/10/2012,20.74449,32.314152,17.666447,5.86,81.866302,9.024587
04/10/2012,20.600832,33.073357,17.687378,5.88,82.578232,9.006824
05/10/2012,20.161814,32.986359,17.805994,5.778,82.824944,9.131175
08/10/2012,19.716301,32.946827,17.722263,5.85,82.909554,8.99794
09/10/2012,19.644627,32.725376,17.65947,5.674,82.72625,8.784761
10/10/2012,19.800951,33.033825,17.554804,5.68,79.265244,8.740349
11/10/2012,19.405182,33.294796,17.526903,5.664,79.695221,8.660407
12/10/2012,19.454927,32.915188,17.526903,5.528,78.997375,8.900233
15/10/2012,19.610954,33.516239,17.840878,5.466,79.526039,8.980175
16/10/2012,20.075302,33.872112,18.001356,5.612,80.421249,8.873587
17/10/2012,19.915266,34.25964,18.029264,5.764,81.189613,9.051234
18/10/2012,19.545448,34.014469,18.168808,5.608,80.816025,9.068999
19/10/2012,18.841045,33.468792,17.973446,5.548,79.920799,8.882467
22/10/2012,19.588396,33.286892,17.861809,5.57,79.469673,9.006824
23/10/2012,18.949799,32.685841,17.575741,5.678,77.101204,9.015706
24/10/2012,19.056999,32.986359,17.65947,5.484,77.333809,8.917998
25/10/2012,18.831772,32.954735,17.868788,5.504,78.214943,8.562699
26/10/2012,18.660618,32.551395,17.743196,5.476,78.370018,8.562699
31/10/2012,18.392447,32.962631,17.352468,5.626,77.70742,8.553817
01/11/2012,18.430141,33.880028,17.129196,5.85,78.567383,8.615993
02/11/2012,17.820271,33.547871,17.129196,5.784,76.389282,8.615993
05/11/2012,18.061867,33.429245,17.150127,6.3,76.96727,8.67817
06/11/2012,18.007187,33.911644,17.240837,6.23,77.792015,8.917998
07/11/2012,17.318184,32.013615,17.015554,6.308,75.783073,8.829172
08/11/2012,16.689701,31.950354,17.008516,6.262,74.627052,9.140059
09/11/2012,16.978649,32.124336,17.015554,6.064,74.605904,9.051234
12/11/2012,16.847363,32.092705,16.973316,6.214,74.669334,9.148939
13/11/2012,16.849541,31.665634,16.931072,6.322,74.211136,9.068999
14/11/2012,16.662701,31.072508,16.762123,6.276,72.874542,8.491638
15/11/2012,16.313227,31.151585,16.656515,6.164,72.248878,8.429461
16/11/2012,16.377165,31.262306,16.797314,6.368,72.803436,8.287343
19/11/2012,17.55809,32.100609,16.994434,6.584,74.189827,8.482756
20/11/2012,17.408499,32.187603,17.092993,6.6,73.628166,8.598228
21/11/2012,17.433016,32.211319,17.142275,6.494,74.012077,8.633758
23/11/2012,17.737175,32.496033,17.268991,6.426,74.986099,8.740349
26/11/2012,18.296759,32.329956,17.240835,6.454,74.644829,8.704817
27/11/2012,18.149334,32.227146,17.071871,6.43,73.500214,8.722582
28/11/2012,18.092228,32.290417,17.367544,6.646,75.064301,8.882467
29/11/2012,18.291477,32.598858,17.494272,6.738,75.2136,8.92688
30/11/2012,18.164852,32.488132,17.613943,6.764,75.142532,8.882467
03/12/2012,18.193092,32.274605,17.663225,6.924,74.410233,8.544935
04/12/2012,17.872177,32.084797,17.719551,6.78,73.912552,8.642641
05/12/2012,16.721972,32.583035,18.050423,6.742,74.772827,8.624875
06/12/2012,16.984234,32.796566,18.029306,6.78,75.682861,8.900233
07/12/2012,16.550035,33.658596,17.994106,6.834,76.066795,8.980175
10/12/2012,16.443588,33.460888,17.888506,6.914,76.045464,9.006824
11/12/2012,16.802675,33.721851,18.050423,7.056,76.600006,9.468709
12/12/2012,16.728497,33.824669,17.958906,7.052,76.841751,9.522006
13/12/2012,16.439552,33.832584,17.83219,6.722,76.720863,10.028305
14/12/2012,15.821932,33.856308,17.726587,6.762,76.656883,9.966129
17/12/2012,16.102499,34.386173,17.853312,6.88,77.268326,9.975012
18/12/2012,16.570215,34.694599,18.050423,6.918,78.277901,10.241488
19/12/2012,16.334646,34.425709,17.846268,6.922,78.14283,10.507958
20/12/2012,16.192499,35.216564,17.902588,6.886,78.476967,10.605664
21/12/2012,16.118017,34.797413,17.656189,6.8,78.000626,10.534604
24/12/2012,16.144087,34.73415,17.656189,6.856,77.232765,10.463547
26/12/2012,15.921561,34.765781,17.768826,6.718,77.1119,10.348075
27/12/2012,15.985488,34.504803,17.698429,6.738,77.154579,10.277013
28/12/2012,15.815725,34.196365,17.522429,6.644,75.682861,10.214838
31/12/2012,16.51652,34.773682,17.656189,6.774,76.884399,10.543489
02/01/2013,17.039789,35.562012,18.240507,7.072,78.484093,10.863258
03/01/2013,16.824715,35.49033,18.198267,6.954,78.149925,11.174144
04/01/2013,16.356062,36.119392,18.275702,6.88,78.562294,11.529442
07/01/2013,16.259851,36.15921,18.289787,6.868,78.029053,11.538326
08/01/2013,16.303608,36.230877,18.317942,6.736,77.680679,11.529442
09/01/2013,16.0488,36.207005,18.634743,6.728,77.879768,11.644916
10/01/2013,16.247751,36.74847,18.838903,6.706,78.54097,11.813682
11/01/2013,16.148121,36.740509,18.669941,6.582,79.436798,11.858096
14/01/2013,15.572401,36.533466,18.824823,6.652,80.233078,11.93804
15/01/2013,15.081093,36.907707,18.740341,6.78,80.652542,12.106805
16/01/2013,15.707092,37.281979,18.733297,6.82,81.029358,12.364398
17/01/2013,15.60126,36.979389,18.888178,6.876,81.576805,12.284455
18/01/2013,15.518086,36.995308,18.684021,6.904,81.932297,12.089035
22/01/2013,15.666129,37.059021,18.782581,7.038,82.408653,12.444338
23/01/2013,15.952903,36.812172,18.761463,7.2,81.768791,12.240042
24/01/2013,13.981799,36.923656,18.902264,7.398,82.117157,12.373278
25/01/2013,13.652194,37.552715,19.007854,7.396,82.614822,12.586455
28/01/2013,13.961001,37.138645,18.895216,7.606,82.501068,12.382162
29/01/2013,14.222943,37.520863,19.500652,7.59,83.332901,12.151217
30/01/2013,14.178254,37.528835,19.536167,7.504,82.79258,12.293334
31/01/2013,14.136668,37.465126,19.372826,7.502,81.868309,12.337749
01/02/2013,14.078626,38.102146,19.621378,7.66,82.828148,12.27557
04/02/2013,13.727921,37.966782,19.294718,7.548,81.90387,12.311099
05/02/2013,14.209601,38.850658,19.536167,7.626,82.337547,12.373278
06/02/2013,14.194393,38.707329,19.401232,7.834,82.408653,12.852932
07/02/2013,14.616449,38.404743,19.145586,7.896,81.775887,13.199347
08/02/2013,14.827473,38.723248,19.08877,7.848,82.216675,12.986167
11/02/2013,14.981999,38.747139,19.273403,7.684,82.216675,13.048347
12/02/2013,14.606462,39.129356,19.166887,7.578,82.828148,12.879579
13/02/2013,14.578671,38.763065,19.173985,7.69,82.777962,13.128288
14/02/2013,14.565568,39.193058,19.216593,7.654,82.906914,12.648632
15/02/2013,14.364839,38.922329,19.379934,7.408,82.36956,12.835164
19/02/2013,14.359533,39.376194,19.67819,7.856,83.057404,12.701928
20/02/2013,14.011772,38.707329,19.578772,7.708,82.391052,12.27557
21/02/2013,13.924677,38.420662,19.465153,7.032,82.391052,12.044627
22/02/2013,14.07296,38.946201,19.443848,7.222,83.086067,12.213394
25/02/2013,13.822912,37.9827,19.060358,6.876,81.352135,12.453222
26/02/2013,14.01552,37.903072,19.195292,6.886,82.36956,12.346629
27/02/2013,13.878162,39.240833,19.465153,7.02,83.580437,12.675282
28/02/2013,13.77921,38.954166,19.436745,6.966,83.938683,12.675282
01/03/2013,13.438004,38.946201,19.450947,6.93,83.75956,13.163815
04/03/2013,13.112721,39.097511,19.663988,7.116,84.182327,13.901059
05/03/2013,13.45892,39.408051,19.933851,7.33,84.497574,14.087594
06/03/2013,13.287849,39.838039,19.969353,7.538,84.884491,13.918825
07/03/2013,13.441439,40.31583,20.075874,7.646,84.948967,14.123124
08/03/2013,13.477026,39.973408,20.019064,7.694,84.956139,14.425128
11/03/2013,13.66901,40.196373,20.061674,7.82,85.070778,14.416243
12/03/2013,13.374322,40.037109,19.841522,7.824,84.726837,14.238599
13/03/2013,13.371826,39.941563,19.898342,7.796,84.805679,14.531719
14/03/2013,13.501379,40.610447,19.96225,7.37,85.980736,14.460659
15/03/2013,13.849759,39.830078,19.898342,7.058,85.75148,14.211948
18/03/2013,14.226233,39.423977,19.912542,7.03,85.357384,14.451775
19/03/2013,14.18784,39.177128,19.877028,7.016,85.593849,14.691602
20/03/2013,14.112605,39.113426,20.090075,7.19,86.231499,15.162375
21/03/2013,14.132895,38.500286,19.96225,7.202,86.224342,14.958079
22/03/2013,14.419469,38.842705,20.153992,7.324,86.826218,14.842601
25/03/2013,14.471601,38.635662,19.997755,7.506,86.109726,14.487305
26/03/2013,14.395431,38.731216,20.310223,7.572,86.682922,14.700483
27/03/2013,14.112605,38.038448,20.338629,7.632,86.116875,14.736012
28/03/2013,13.818541,37.791603,20.494869,7.578,85.135254,14.664957
01/04/2013,13.389306,38.08622,20.480663,8.786,85.701324,14.434009
02/04/2013,13.416778,38.444546,20.757616,8.868,85.264229,13.27041
03/04/2013,13.485453,37.53912,20.615583,8.22,84.390121,12.932875
04/04/2013,13.352157,38.051933,20.707909,8.402,84.597878,13.10164
05/04/2013,13.211057,38.388466,20.6653,8.274,84.203827,12.781872
08/04/2013,13.305018,38.925301,20.707909,8.366,84.411598,13.261525
09/04/2013,13.329055,39.005432,20.672392,8.1,85.006294,13.146051
10/04/2013,13.600956,39.46217,21.247618,8.372,85.722816,13.545764
11/04/2013,13.558501,39.510227,21.758928,8.718,86.661423,13.812238
12/04/2013,13.41709,39.269844,21.780233,8.75,85.937759,13.750061
15/04/2013,13.106483,38.404488,21.623997,8.66,83.523148,13.243758
16/04/2013,13.305956,38.853203,21.97197,9.118,83.838379,14.096475
17/04/2013,12.574227,37.491039,21.922262,9.09,82.262077,13.794475
18/04/2013,12.238646,37.370865,21.723413,9.394,82.820938,13.45694
19/04/2013,12.191197,37.843609,22.057186,9.566,83.043091,13.554647
22/04/2013,12.4453,37.939751,21.964867,10.038,83.523148,13.448056
23/04/2013,12.67818,38.596786,22.07139,10.202,84.17514,14.851486
24/04/2013,12.657265,39.037483,21.73052,10.086,84.748344,14.629426
25/04/2013,12.748418,39.261845,21.489069,10.4,84.913155,14.469541
26/04/2013,13.023755,39.165688,21.368347,10.24,86.009392,14.931429
29/04/2013,13.427079,39.197735,21.609795,10.988,86.926537,15.055788
30/04/2013,13.822287,39.269844,20.643988,10.798,87.420914,15.224548
01/05/2013,13.713338,38.468582,20.523268,10.656,86.174202,14.958079
02/05/2013,13.907821,38.52467,20.78602,10.822,87.442429,15.535436
03/05/2013,14.047051,38.116035,20.565872,10.91,88.481369,15.952912
06/05/2013,14.382007,38.604809,20.395439,11.9,88.30938,16.041735
07/05/2013,14.318015,39.37402,20.615583,11.102,88.15892,16.059504
08/05/2013,14.479721,39.870804,20.572624,11.158,88.388176,16.574686
09/05/2013,14.353395,39.293892,20.479532,13.88,88.588829,15.721965
10/05/2013,14.233986,39.22979,20.56546,15.352,88.295074,16.10391
13/05/2013,14.289603,39.798679,21.030909,17.559999,88.022781,15.890733
14/05/2013,13.947715,40.247387,21.052391,16.648001,89.563286,16.210501
15/05/2013,13.476046,40.936474,21.166956,16.968,88.848213,16.84116
16/05/2013,13.656106,40.840328,20.944979,18.450001,88.667641,16.556921
17/05/2013,13.614622,41.906002,20.737312,18.299999,89.144363,16.468096
20/05/2013,13.91849,41.897991,20.55114,17.988001,90.126663,16.308208
21/05/2013,13.815737,42.48291,20.608423,17.518,90.9645,16.10391
22/05/2013,13.868841,42.971687,20.980782,17.448,90.234993,16.148329
23/05/2013,13.893665,42.747314,20.844721,18.546,90.574471,16.423681
24/05/2013,13.988254,42.995716,20.794603,19.416,90.610588,16.81451
28/05/2013,13.871668,43.748905,20.773123,22.066,91.318413,16.627979
29/05/2013,13.981969,43.804989,20.250399,20.926001,90.639473,16.059504
30/05/2013,14.190305,44.566185,20.228912,20.99,90.365036,16.077267
31/05/2013,14.132173,43.740891,19.498526,19.552,88.660439,15.997326
03/06/2013,14.163281,43.660767,19.870878,18.518,89.628273,15.81967
04/06/2013,14.118975,43.30019,19.806427,18.968,88.812103,16.06839
05/06/2013,13.986993,42.490921,19.677536,19.073999,87.808128,15.597611
06/06/2013,13.778028,42.867512,20.12866,19.469999,87.100288,15.535436
07/06/2013,13.883296,43.484486,20.236069,20.408001,87.902008,16.325979
10/06/2013,13.791538,43.556614,20.314837,20.01,88.617096,16.512503
11/06/2013,13.751002,42.859509,20.350639,18.893999,87.721443,16.450335
12/06/2013,13.581001,42.611103,20.357801,19.546,86.652466,16.050617
13/06/2013,13.699471,43.404358,20.82325,19.636,87.873116,16.619095
14/06/2013,13.513756,42.57106,20.830402,20.059999,86.876396,16.743446
17/06/2013,13.57503,43.147957,20.880533,20.440001,87.555344,16.716808
18/06/2013,13.567804,43.356285,21.052391,20.677999,87.772018,16.850039
19/06/2013,13.292218,42.907581,20.837568,20.936001,87.035278,16.601334
20/06/2013,13.098646,42.05024,20.508175,20.129999,85.193459,16.352627
21/06/2013,12.99369,41.633572,20.379284,19.91,85.901299,16.237152
24/06/2013,12.649288,40.800259,19.842232,20.298,84.377266,15.419969
25/06/2013,12.652118,41.729729,20.042728,20.48,84.832298,16.121683
26/06/2013,12.508826,42.066254,20.121498,21.143999,85.337914,16.352627
27/06/2013,12.374016,42.587074,20.178787,21.85,85.742378,16.601334
28/06/2013,12.46043,42.29863,20.057056,21.472,85.475143,16.619095
01/07/2013,12.8592,42.058239,19.892355,23.436001,86.009644,17.196455
02/07/2013,13.150496,42.615139,19.835072,23.563999,86.060204,16.867804
03/07/2013,13.223085,42.590931,19.799269,23.048,86.009644,16.352627
05/07/2013,13.116873,43.575596,20.028416,24.018,87.042511,16.876688
08/07/2013,13.042398,44.148643,20.142982,24.322001,87.569786,16.903336
09/07/2013,13.271793,44.301991,20.300518,24.690001,89.036003,17.169809
10/07/2013,13.220883,44.253571,20.364964,24.454,88.768761,16.610218
11/07/2013,13.427025,44.503765,20.601263,25.122,89.397141,16.752333
12/07/2013,13.402515,44.36657,20.629904,25.98,89.606613,17.134281
15/07/2013,13.431739,44.301991,20.615589,25.452,90.054436,17.267515
16/07/2013,13.518468,44.398842,20.536821,21.809999,89.649933,17.134281
17/07/2013,13.52192,44.608696,20.536821,24.049999,89.816063,17.693876
18/07/2013,13.567489,45.49651,20.400763,23.806,90.625023,18.26235
19/07/2013,13.353496,45.327023,20.830402,23.936001,91.665123,18.022522
22/07/2013,13.396229,45.649849,21.016586,24.486,91.751801,18.093588
23/07/2013,13.166209,45.738628,21.066708,24.548,91.917931,18.164646
24/07/2013,13.842445,45.70636,20.966461,24.34,91.275093,18.475533
25/07/2013,13.779284,45.601433,20.902018,24.813999,92.279076,19.079544
26/07/2013,13.857529,45.238235,21.030909,25.878,92.134605,19.452606
29/07/2013,14.071207,44.947666,21.152641,26.924,91.13063,18.937418
30/07/2013,14.244985,44.657108,21.245726,26.348,90.848938,18.821955
31/07/2013,14.220158,44.979965,21.101347,26.856001,90.928391,18.857477
01/08/2013,14.350567,45.633728,21.014713,27.110001,91.325653,19.58584
02/08/2013,14.534711,45.593353,21.202414,27.6,90.249435,19.497015
05/08/2013,14.751848,45.278587,21.07247,28.936001,89.556061,19.283838
06/08/2013,14.619871,44.786251,21.180756,28.43,88.942123,18.635414
07/08/2013,14.611381,44.632904,21.123003,26.846001,89.07933,18.688864
08/08/2013,14.582283,44.253571,21.029156,30.695999,88.891541,18.760132
09/08/2013,14.374783,44.003345,21.086905,30.6,88.479851,18.323637
12/08/2013,14.783137,43.656311,21.07247,29.476,87.974258,18.742315
13/08/2013,15.485673,43.817738,21.13022,29.086,88.479851,17.41503
14/08/2013,15.768134,43.704735,20.956964,27.872,88.154831,16.960728
15/08/2013,15.749474,43.010624,20.79093,27.934,87.572212,17.397215
16/08/2013,15.889282,43.010624,20.480505,28.4,87.30275,17.664454
19/08/2013,16.060406,41.83226,20.545479,28.98,86.414322,17.040895
20/08/2013,15.849425,42.066311,20.596014,29.916,86.144836,17.094341
21/08/2013,15.890233,41.670834,20.386658,29.572001,85.715172,17.423939
22/08/2013,15.909206,42.138962,20.328903,31.42,86.144836,18.038586
23/08/2013,15.847846,42.227734,20.458847,32.368,87.04789,17.922787
26/08/2013,15.909527,41.808044,20.227833,32.844002,86.54538,18.0564
27/08/2013,15.45467,40.839527,20.213402,33.402,86.523529,17.023085
28/08/2013,15.527736,40.823372,20.365,33.290001,88.708298,17.040895
29/08/2013,15.553041,40.920223,20.285591,33.212002,87.659622,17.495197
30/08/2013,15.411333,40.783009,20.365,33.799999,87.7033,17.575373
03/09/2013,15.454349,41.267284,20.220623,33.787998,87.79071,17.673361
04/09/2013,15.774139,41.86454,20.480505,34.124001,88.016464,18.092037
05/09/2013,15.665966,42.058239,20.408316,33.986,88.387871,18.038586
06/09/2013,15.759275,42.421429,20.415535,33.394001,88.271332,17.717899
09/09/2013,16.010744,42.66357,20.429966,32.139999,89.006882,19.38369
10/09/2013,15.646036,43.317326,20.538254,33.273998,89.582191,20.15868
11/09/2013,14.794214,42.986404,20.697077,32.703999,90.244911,19.971611
12/09/2013,14.951736,42.16317,20.437197,32.986,90.223053,19.748907
13/09/2013,14.70533,42.445652,20.581572,33.108002,90.405121,20.01615
16/09/2013,14.237819,42.889561,20.725952,33.316002,90.361427,20.621887
17/09/2013,14.402304,42.849209,20.675419,33.245998,90.550751,20.773323
18/09/2013,14.69837,43.107475,20.964178,33.243999,91.628586,20.764414
19/09/2013,14.939398,42.574791,20.819805,35.584,91.351845,20.889126
20/09/2013,14.784722,42.615139,20.913651,36.678001,90.973129,20.755505
23/09/2013,15.519519,41.533627,20.79093,36.222,91.410103,20.773323
24/09/2013,15.470802,40.613525,20.725952,36.466,90.660011,21.165274
25/09/2013,15.231353,41.727318,20.567135,37.048,90.354141,21.209814
26/09/2013,15.3797,41.880672,20.588791,37.728001,89.931747,21.38797
27/09/2013,15.26994,42.16317,20.84868,38.18,89.312752,20.996019
30/09/2013,15.08016,41.719257,20.740393,38.674,88.482536,21.013842
01/10/2013,15.434745,41.937168,20.8559,38.599998,88.351425,21.566128
02/10/2013,15.485351,42.35183,20.942522,36.189999,87.994606,21.601759
03/10/2013,15.290823,42.229874,20.769266,34.661999,86.115715,21.860092
04/10/2013,15.278804,42.823402,20.935307,36.195999,86.028343,22.439112
07/10/2013,15.428105,42.140446,20.660984,36.613998,85.838997,22.13624
08/10/2013,15.212693,41.359905,20.386658,34.945999,85.008774,21.583944
09/10/2013,15.391409,41.262337,20.422749,33.756001,84.571815,21.601759
10/10/2013,15.487876,42.701447,20.769266,34.585999,84.753906,21.833372
11/10/2013,15.588148,42.69331,20.733171,35.740002,85.693336,21.735384
14/10/2013,15.690319,42.855919,21.187973,35.944,86.356049,21.477051
15/10/2013,15.773831,42.530704,21.050814,36.787998,86.0429,21.396883
16/10/2013,15.85069,43.904766,21.512833,36.712002,86.778427,21.753195
17/10/2013,15.957925,44.075493,21.844912,36.560001,87.040588,22.08279
18/10/2013,16.096779,44.148678,22.025383,36.68,87.135284,22.278769
21/10/2013,16.491224,44.124279,21.945976,34.52,87.259071,21.993711
22/10/2013,16.444092,43.595798,22.148108,34.307999,87.856232,22.706352
23/10/2013,16.605097,42.888447,22.090355,32.900002,87.48484,22.81325
24/10/2013,16.82493,42.668919,22.09758,34.630001,87.797974,23.445707
25/10/2013,16.636728,42.904705,22.09758,33.931999,87.819824,23.436802
28/10/2013,16.760721,42.831539,22.191427,32.571999,88.052856,23.28536
29/10/2013,16.343189,42.872185,22.559595,32.894001,88.482536,23.472429
30/10/2013,16.603197,42.766491,22.328585,31.844,87.60862,23.588238
31/10/2013,16.533607,41.904648,22.155331,31.988001,87.361031,23.499151
01/11/2013,16.449152,42.69331,22.501844,32.433998,85.940941,23.784212
04/11/2013,16.661713,42.311169,22.566816,35.040001,86.006485,24.498449
05/11/2013,16.620594,42.237999,22.552376,35.362,86.261368,24.516302
06/11/2013,16.573505,42.359959,22.53056,30.232,88.22036,23.99848
07/11/2013,16.305294,41.994087,22.486906,27.954,87.324631,23.819923
08/11/2013,16.562054,43.872234,22.785179,27.59,88.256783,24.007408
11/11/2013,16.514015,43.986065,22.726974,28.940001,88.176666,24.52524
12/11/2013,16.544556,43.880371,22.828825,27.559999,87.390152,25.105562
13/11/2013,16.564281,44.018597,23.185301,27.74,87.455688,24.810934
14/11/2013,16.803852,44.229984,23.279877,27.52,87.80085,24.944847
15/11/2013,16.702997,44.61211,23.425373,27.09,88.16803,25.105562
18/11/2013,16.50065,45.319462,23.287149,24.316,88.53521,25.105562
19/11/2013,16.529921,45.652824,23.032524,25.218,89.63678,24.864494
20/11/2013,16.385157,45.612167,23.221672,24.222,89.592705,24.739506
21/11/2013,16.580505,46.522793,23.258053,24.42,90.664879,25.034134
22/11/2013,16.53787,46.717911,23.367174,24.275999,91.083481,25.5341
25/11/2013,16.663227,46.872391,23.381718,24.167999,90.870506,26.042995
26/11/2013,16.97057,46.482132,23.199848,24.1,90.16552,25.926931
27/11/2013,17.370176,46.734173,23.192575,25.388,89.901138,26.194775
29/11/2013,17.691839,46.522793,23.083448,25.455999,89.915817,25.873367
02/12/2013,17.537848,46.32766,23.156204,24.834,89.842407,25.89122
03/12/2013,18.017944,46.23008,22.712431,28.940001,89.974579,25.043055
04/12/2013,17.97595,46.498383,22.74881,27.790001,89.423782,24.650229
05/12/2013,18.068214,45.384521,22.734249,28.096001,88.93177,24.944847
06/12/2013,17.817505,45.579651,22.945225,27.472,89.805679,25.20376
09/12/2013,18.021444,45.945522,22.974325,28.32,90.576744,25.784082
10/12/2013,17.99345,46.099998,22.799717,28.438,90.811775,25.685877
11/12/2013,17.860138,45.587772,22.297752,27.93,89.666153,24.694868
12/12/2013,17.834051,45.782925,22.00676,29.493999,88.851021,25.185907
13/12/2013,17.639656,45.669075,22.00676,29.530001,88.050529,25.32876
16/12/2013,17.737333,45.872341,22.00676,29.587999,88.285538,24.926996
17/12/2013,17.657473,45.3032,21.926733,30.492001,87.198647,24.052048
18/12/2013,17.523212,46.53904,22.385048,29.596001,89.298973,24.203827
19/12/2013,17.322454,46.530914,22.341406,28.143999,90.488632,24.560947
20/12/2013,17.467527,46.913044,22.00676,28.648001,90.16552,24.596653
23/12/2013,18.137894,47.352097,22.07951,28.709999,90.180214,24.614515
24/12/2013,18.060902,47.360233,22.035852,30.282,90.701607,24.855568
26/12/2013,17.94095,47.319576,22.225004,31.1,91.656273,24.891277
27/12/2013,17.819733,47.27079,22.29048,30.224001,91.964714,24.132402
30/12/2013,17.642519,47.116322,22.326855,30.488001,91.230354,24.275255
31/12/2013,17.849323,47.547234,22.283203,30.086,91.729713,24.52524
02/01/2014,17.598297,47.637249,22.159529,30.02,91.164238,24.730581
03/01/2014,17.211735,48.005512,22.20318,29.912001,91.318466,26.096558
06/01/2014,17.305593,48.283752,22.225004,29.4,91.076134,26.150139
07/01/2014,17.181829,47.727261,22.363232,29.872,91.847214,25.694807
08/01/2014,17.290642,48.177376,22.515999,30.256001,90.540024,26.605459
09/01/2014,17.069838,48.08736,22.501451,29.506001,90.540024,27.730391
10/01/2014,16.955933,47.86639,22.326855,29.143999,88.865685,28.096434
13/01/2014,17.044699,47.219875,22.217728,27.868,87.573196,27.605398
14/01/2014,17.383856,47.252609,22.552383,32.254002,87.808212,28.578548
15/01/2014,17.732878,48.684765,22.683329,32.826,87.52179,28.12322
16/01/2014,17.633934,48.275566,22.676052,34.194,87.264771,28.194653
17/01/2014,17.201874,47.555412,22.617857,34.001999,87.602554,27.739317
21/01/2014,17.469124,47.604511,22.719694,35.335999,88.388344,28.641045
22/01/2014,17.546757,47.129856,22.74881,35.712002,88.439743,29.319574
23/01/2014,17.695337,46.213291,22.559652,36.299999,86.94165,29.016024
24/01/2014,17.373678,45.083939,21.890358,34.919998,85.39949,27.775032
27/01/2014,17.51462,45.083939,21.577534,33.924,85.502296,27.310768
28/01/2014,16.114723,45.615871,22.130428,35.675999,85.803375,27.58754
29/01/2014,15.931781,45.444019,21.904907,35.046001,85.186508,26.712595
30/01/2014,15.900919,45.828651,22.421432,36.568001,85.516975,27.301838
31/01/2014,15.927006,45.304897,22.115881,36.282001,81.97731,27.328632
03/02/2014,15.956603,44.445606,22.261377,35.422001,81.617485,26.230486
04/02/2014,16.187578,44.969376,22.872477,35.745998,81.389832,26.730452
05/02/2014,16.308481,45.182148,22.483688,34.883999,80.427818,26.801878
06/02/2014,16.403542,46.22147,22.623064,35.675999,81.712944,27.578609
07/02/2014,16.633018,46.336044,22.901817,37.306,82.285751,28.257139
10/02/2014,16.931,46.434246,23.085211,39.312,82.021393,27.864305
11/02/2014,17.154089,46.99892,23.385971,39.324001,83.40934,28.042875
12/02/2014,17.152805,47.072571,23.18791,39.063999,83.001854,27.792885
13/02/2014,17.425179,47.489948,23.253927,39.925999,83.357468,27.9893
14/02/2014,17.411098,47.588142,23.429981,39.646,84.076134,27.980373
18/02/2014,17.475115,47.86639,23.385971,40.740002,83.505669,27.605398
19/02/2014,17.199215,46.859787,23.092546,38.728001,84.165047,27.34598
20/02/2014,17.000139,47.121674,23.143896,41.993999,84.905945,28.482038
21/02/2014,16.811304,47.146229,23.077879,41.919998,83.483437,28.410479
24/02/2014,16.884911,47.489948,23.466663,43.529999,84.57254,29.02771
25/02/2014,16.7092,46.671574,23.393307,49.599998,85.180077,29.734388
26/02/2014,16.558445,46.442425,23.466663,50.599998,85.580139,29.975914
27/02/2014,16.888762,46.39333,23.642721,50.507999,85.713524,29.805956
28/02/2014,16.842989,46.49971,23.554689,48.962002,85.446793,29.70756
03/03/2014,16.89164,46.000511,23.459328,50.112,85.083763,29.152943
04/03/2014,17.003023,46.859787,23.98016,50.967999,85.439377,30.816786
05/03/2014,17.038868,47.596321,24.024166,50.532001,84.779991,31.058313
06/03/2014,16.987335,48.201923,23.811434,50.588001,85.091133,31.639751
07/03/2014,16.977413,48.611107,23.789433,49.242001,85.261551,31.630819
10/03/2014,16.992777,48.447437,23.76009,47.768002,85.824631,31.460842
11/03/2014,17.158257,47.62088,23.782093,46.882,84.839272,31.237215
12/03/2014,17.174891,47.399925,23.459328,48.298,85.683876,30.861515
13/03/2014,16.984133,46.990742,22.828459,47.557999,84.7948,30.038532
14/03/2014,16.793381,46.483349,22.909149,46.194,84.535484,30.521584
17/03/2014,16.858988,47.121674,23.048534,46.796001,85.254135,30.593149
18/03/2014,17.008148,47.514496,23.422651,48.007999,86.120995,30.476858
19/03/2014,17.00366,47.710899,23.261263,47.167999,85.350471,30.17272
20/03/2014,16.921724,49.192146,23.407976,46.981998,85.580139,30.092207
