AAPL,JPM,PFE,TSLA,CVX,DAL,Portfolio Ret,,,,,,,,,,
0.01148646,-0.000941278,-0.002441128,-0.002103423,0.002092994,0.007316628,0.004748212,,,,,,,,,,
0.020348409,0.006009231,0.013869665,-6.01293E-05,0.011832819,-0.000428959,0.012484171,,,,,,,,,,
0.016265281,-0.012434098,-0.006910475,0.068021829,-0.003024818,0.00598808,0.027683979,,,,,,,,,,
-0.010407534,0.000947248,0.004497407,0.030281049,-0.004154302,-0.006417224,0.004776264,,,,,,,,,,
0.048504172,-0.025706177,-0.00588527,-0.012510478,0.004791831,0.000858103,0.019037738,,,,,,,,,,
-0.003144016,-0.022402249,-0.003130199,0.006713651,-0.008239642,0.018692204,0.000326128,,,,,,,,,,
-0.015598505,0.027054883,-0.007692221,0.01583405,-0.003379518,0.002102179,-0.004143762,,,,,,,,,,
0.009692457,0.003668409,0.001052388,0.018188182,-0.004685833,0.008364615,0.010712276,,,,,,,,,,
-0.007162268,0.006722659,0.012543835,0.011909267,-0.006906739,-0.018495766,0.001938462,,,,,,,,,,
-0.012506217,-0.01058427,-0.005207485,0.012855721,-0.009339078,0.000848515,-0.003163252,,,,,,,,,,
0.023241164,0.005209677,0.00555373,-0.001915315,-0.001482872,0.025942572,0.012445155,,,,,,,,,,
0.003273343,0.009839133,0.004144756,-0.064469415,-0.004046811,0.001650811,-0.017289932,,,,,,,,,,
-0.012641636,-0.002883746,-0.00830734,-0.043138853,-0.021583602,0.011887945,-0.020630804,,,,,,,,,,
-0.000786336,0.013956844,0.007962766,0.043304631,-0.001015103,0.026142816,0.014851855,,,,,,,,,,
0.009724338,-0.016076737,-0.013189973,0.011482038,-0.002203398,-0.013589423,0.005634044,,,,,,,,,,
-0.014060701,-0.018696059,-0.013366424,-0.046626642,-0.009718939,-0.02526638,-0.024137463,,,,,,,,,,
0.011679351,-0.002361786,0.001768759,-0.034645775,-0.00515342,0.000825042,-0.004492167,,,,,,,,,,
0.006248028,0.03428266,0.016824871,0.024290738,0.002150779,0.010664878,0.013775881,,,,,,,,,,
0.006453358,-0.000190574,-0.001739416,0.032821619,0.011023229,-0.004498093,0.012798461,,,,,,,,,,
0.006533016,0.003801535,0.021698828,0.005691606,0.007703791,-0.011956562,0.008563637,,,,,,,,,,
0.005308403,-0.007617506,-0.00649448,0.023209479,-0.003632845,-0.003739712,0.008458507,,,,,,,,,,
0.004860731,0.031796617,0.021710412,-0.002067919,0.008512045,0.016515386,0.006036257,,,,,,,,,,
0.006742539,0.003881035,0.015318393,-0.004148958,0.003016485,0.015037929,0.005121683,,,,,,,,,,
0.008663619,0.00165907,0.008227527,0.003276873,0.001087361,0.00883559,0.00693528,,,,,,,,,,
0.024209171,-0.000552808,-0.003611764,-0.060692781,0.001419622,-0.012877613,-0.007526282,,,,,,,,,,
-0.002862097,-0.012049406,0.009168278,-0.006160332,0.00682023,0.03188816,-0.000973071,,,,,,,,,,
0.009743433,-0.016358281,-0.002610987,-0.041905815,-0.00423623,0.004696798,-0.00837688,,,,,,,,,,
0.013152019,-0.005131726,0.000327012,0.051247669,0.003572904,0.0273459,0.02279445,,,,,,,,,,
-0.011248934,0.005510731,0,-0.020361895,0.000248836,-0.000379886,-0.011768179,,,,,,,,,,
0.007425332,-0.00170677,0.004237943,-0.0409055,0.002650009,-0.006482685,-0.008223093,,,,,,,,,,
-0.025226878,0.000948524,0.016454431,0.009837308,0.004867929,0.008001661,-0.00633003,,,,,,,,,,
0.015784032,-0.002468372,-0.010292778,-0.032441319,-0.009925804,0.0049217,-0.003851061,,,,,,,,,,
-0.00420017,-0.020358124,-0.007789551,0.004511883,-0.002830081,-0.003783905,-0.002190098,,,,,,,,,,
-0.005121172,0.018645482,0.015519117,0.01384633,-0.016388986,0.012057706,0.004756507,,,,,,,,,,
0.012839527,-0.00899114,0.002883247,0.077283101,0.000762373,0.02958781,0.03109195,,,,,,,,,,
-0.002470924,-0.001730828,-0.000640082,0.009147503,0.00295915,0.000728475,0.001475261,,,,,,,,,,
-0.002837193,0.002883287,-0.000967816,-0.156736831,0.022455925,-0.021347789,-0.049912334,,,,,,,,,,
-0.016315496,-0.00867473,-0.001939426,-0.078340664,-0.01020521,-0.007468164,-0.032496121,,,,,,,,,,
0.015624335,0.043752814,0.013177096,-0.013106914,0.010617989,0.007840118,0.006278235,,,,,,,,,,
-0.002904761,0.002591242,-0.00255778,0.047771368,-0.000908184,0.021340342,0.01317787,,,,,,,,,,
0.001847691,-0.002405789,0.004471491,-0.048859346,-0.008959771,0.023386624,-0.012703198,,,,,,,,,,
0.001191525,0.003145113,0.015494508,0.006510005,0.000749643,-0.011804972,0.005077455,,,,,,,,,,
0.014359516,0.004790726,0.004070839,-0.007962402,0.003938939,0.005382825,0.00549951,,,,,,,,,,
-0.006019981,0.008602417,0.006230412,-0.015748357,0.004173244,0.006422147,-0.006517024,,,,,,,,,,
-0.01218839,0.015731218,-0.005918088,-0.108030086,0.0041559,0,-0.040040224,,,,,,,,,,
0.001772359,0.007328902,-0.010994359,0.036423455,0.012365401,-0.009648573,0.009838883,,,,,,,,,,
-0.008796269,-0.000890966,0.008178677,-0.040296714,-0.000491828,-0.005039443,-0.015302952,,,,,,,,,,
0.011851744,0.019767863,0.001565457,0.008141158,0.011896161,0.011838855,0.008897622,,,,,,,,,,
-0.002574705,0.00418526,0.004680779,-0.005914302,0.004606399,0.01977456,-0.001801038,,,,,,,,,,
0.007551413,0.0033012,0.000622218,-0.004458764,-0.002340978,0.019734012,0.002913081,,,,,,,,,,
0.018276352,-0.008360843,-0.007808708,-0.002817562,-0.00778839,-0.004466591,0.00665345,,,,,,,,,,
0.023274045,0.005407672,-0.000313543,0.052064781,-0.002936492,0.010277728,0.027559017,,,,,,,,,,
0.018348747,-0.004533288,-0.00471636,0.002674811,0.000163266,-0.012345825,0.008748223,,,,,,,,,,
-0.008742171,-0.004203174,0.003146912,-0.02473775,-0.000816764,0.000689777,-0.011297463,,,,,,,,,,
0.027006862,-0.002108522,-0.01935034,0.153011074,0.001470073,-0.033307372,0.055872248,,,,,,,,,,
-0.002333397,0.005786869,0.001600441,-0.040548476,-0.00614051,-0.015810353,-0.013592389,,,,,,,,,,
0.005119508,-0.024246438,-0.000640282,0.010950973,-0.005517218,0.011881077,0.005986162,,,,,,,,,,
-0.013972861,0.004290267,0.0092373,-0.022459949,0.009778767,0.010325922,-0.01187347,,,,,,,,,,
0.011380981,0.007995023,0.001267434,0.030400965,0.008549278,0.022764135,0.015637121,,,,,,,,,,
-0.001554579,0.003356516,-0.007629164,0.00415801,0.002591466,-0.003816017,-0.000934446,,,,,,,,,,
-0.007436501,-0.011173384,-0.022262257,-0.018024899,-0.012695596,-0.039345859,-0.01401884,,,,,,,,,,
-0.001461695,0.004271682,-0.013136187,0.054485439,-0.009132316,0.019689143,0.014023167,,,,,,,,,,
-0.010960058,-0.002489832,0,0.001219911,-0.009050203,0.005655917,-0.004911074,,,,,,,,,,
0.005522078,0.00444097,0,0.00196211,0.002665469,-0.015989116,0.002975519,,,,,,,,,,
-0.004512534,-0.012484673,-0.003643102,0.030095547,-0.012387497,-0.035731244,0.00551314,,,,,,,,,,
-0.007632691,0.02691386,0.020686659,-0.029825136,0.023801173,0.006290612,-0.009017705,,,,,,,,,,
-0.011522823,-0.000174621,-0.001951508,-0.050305098,0.013234242,0.0146469,-0.02107211,,,,,,,,,,
0.008339978,0.008178852,-0.015092049,0.017749515,-0.003577137,0.001452716,0.006891017,,,,,,,,,,
0.037659784,0.009315345,0.00330035,0.002161792,0.000162954,0.000725933,0.019849024,,,,,,,,,,
-0.00425385,0.000171804,-0.001979266,0.053308017,0.005765029,0.009745482,0.014047442,,,,,,,,,,
-0.006663682,-0.000858832,0.008547198,0.026654343,0.010470342,0.001435629,0.00640675,,,,,,,,,,
-0.006779371,-0.001031522,0.00294172,-0.028571475,0.003359543,-0.030962002,-0.012231547,,,,,,,,,,
-0.009994598,-0.003273077,0.001630533,0.008696853,-0.008017289,0.0059021,-0.001856561,,,,,,,,,,
0.011653739,0.009104137,-0.001957048,-0.013273249,0.00545868,0.010245273,0.001583039,,,,,,,,,,
-0.014163444,0.00189138,-0.005565559,-0.002196121,-0.006183658,0.008337784,-0.008459968,,,,,,,,,,
-0.022210717,0.00770084,0.001967915,-0.003604055,0.00169033,0.053762853,-0.010507373,,,,,,,,,,
0.005438325,0.005779269,0.00098244,-0.017265097,-0.002657229,0.002051078,-0.002363599,,,,,,,,,,
-0.007177372,-0.011592362,0.00620022,0.015926912,0.008430685,-0.017565597,0.002025516,,,,,,,,,,
0.006313058,0.009386789,0.006807942,0.012772958,-0.014334472,0.034827511,0.00900779,,,,,,,,,,
-0.012852384,-0.001870177,-0.000646327,-0.025100879,0,0.041412539,-0.013208517,,,,,,,,,,
-0.006695244,-0.004605769,-0.007789582,-0.012344641,-0.018665935,0.013113705,-0.0081755,,,,,,,,,,
0.005221444,-0.013598704,-0.004899685,-0.044769948,-0.014651103,-0.017631331,-0.01237853,,,,,,,,,,
0.019702713,0.000692985,0.014950208,0.146163051,0.002680058,0.034645033,0.057787454,,,,,,,,,,
0.019878471,0.029858278,0.005789513,0.017578756,-0.003267236,-0.016060797,0.015887999,,,,,,,,,,
-0.005595317,-0.008440595,-0.00032086,0.040829306,-0.002940949,0.00253678,0.009699116,,,,,,,,,,
-0.024806783,-0.015029953,-0.002569663,-0.005630873,0.003863311,-0.016281557,-0.014790645,,,,,,,,,,
0.015416648,0.001031926,0.004492398,0.038482929,0.008929953,0.031990036,0.020864519,,,,,,,,,,
0.004434167,-0.01002084,0.001280711,0.010584577,0.000581344,0.023414519,0.006151485,,,,,,,,,,
0.008432012,-0.019639245,-0.008349835,0.016330891,-0.017084246,-0.010407118,0.007404802,,,,,,,,,,
-0.018344856,-0.024741377,-0.030116735,-0.03875804,-0.017897075,-0.043710741,-0.02724352,,,,,,,,,,
0.008079658,0,-0.014393585,-0.028936945,0.001203101,-0.016856431,-0.007787798,,,,,,,,,,
-0.083302635,0.011729641,0.025300813,0.050355437,0.003515112,0.010083165,-0.020961339,,,,,,,,,,
-0.011417407,-0.003774487,-0.010242818,-0.017816653,-0.007215277,-0.032229044,-0.013612329,,,,,,,,,,
-0.001939013,0.008428246,0.023306611,0.042512056,0.00387183,0.021818849,0.016669665,,,,,,,,,,
0.001639253,-0.011494335,-0.013721339,-0.00785179,-0.042272393,0.000980918,-0.004025523,,,,,,,,,,
0.001856566,-0.019149024,0.006557256,-0.023988654,-0.004398986,-0.041012622,-0.00617486,,,,,,,,,,
0.014371433,0.01171562,0.027081106,0.009105195,-0.002793165,0.018881118,0.015121225,,,,,,,,,,
0.007441121,0.004720328,-0.017144241,-0.024410076,-0.01189024,0.00266852,-0.00677238,,,,,,,,,,
0.005812008,0.022742356,0.006179848,0.022449923,0.015852311,0.028568476,0.011483956,,,,,,,,,,
0.013892469,0.002475738,0.012246336,0.044676006,0.006985535,0.024305698,0.023216816,,,,,,,,,,
0.017756505,0.002117101,0.007975944,0.052375644,-0.003217854,-0.013999655,0.025868002,,,,,,,,,,
0.01309031,0.012087375,0.012944117,0.000305229,0.01678019,0.00638811,0.009009963,,,,,,,,,,
-7.48538E-05,0.001565852,-0.008505291,-0.006633744,-0.004897349,-0.008954536,-0.003772622,,,,,,,,,,
0.015754512,0.008827593,0.002842999,0.021826415,0.004275258,0.007042242,0.015109507,,,,,,,,,,
-0.00080841,0.002065545,0.007542421,-0.007037655,0.008584542,-0.000318994,-0.001210091,,,,,,,,,,
0.00367005,0.005829975,-0.001880129,0.0272204,-0.006808224,-0.013491967,0.009499272,,,,,,,,,,
-0.015914126,-0.0212537,-0.012626431,-0.050647581,0.007865195,-0.009441799,-0.025801967,,,,,,,,,,
-0.011642223,0.005573177,0.002221193,0.080963849,0.008764398,0.040704108,0.020288996,,,,,,,,,,
-0.011170003,0.000520962,-0.002856534,-0.001763735,-0.016895862,-0.002515587,-0.006610821,,,,,,,,,,
0.004368866,0.007264041,0.016706279,0.03768734,0.012961375,0.021492835,0.017123395,,,,,,,,,,
-0.010460917,-0.017382782,-0.003130862,0.130540461,0.007157941,0.02405333,0.034663775,,,,,,,,,,
-0.009063222,-0.004921912,0.003130862,0.019960743,0.004685667,0.008089971,0.002356373,,,,,,,,,,
0.019752187,-0.001057674,0.007474469,-0.001819817,0.001557384,-0.005685953,0.010389014,,,,,,,,,,
-0.002713943,0.002290377,-0.003730379,-0.031087192,-0.003116741,-0.00330668,-0.01156763,,,,,,,,,,
0.002884338,-0.010793571,-0.004056711,0.023215972,-0.00425766,-0.018845691,0.007361229,,,,,,,,,,
0.006572327,0.018507382,0.021958623,0.016937465,0.004170865,0.055503673,0.013572808,,,,,,,,,,
0.002105935,0.015595581,0.001833419,-0.008591146,-0.007747524,0.00780696,-0.001066282,,,,,,,,,,
-0.003029021,0.012643448,-0.008894355,0.001107595,0.003663275,0.018547771,-0.002312593,,,,,,,,,,
-0.000584253,0.008453127,-0.000924395,-0.026967476,0.002000768,-0.000282343,-0.008684688,,,,,,,,,,
0.000904558,-0.003372607,-0.001234208,-0.030390937,0.006582437,-0.005388269,-0.009179491,,,,,,,,,,
0.009691144,-0.017208117,0.00092562,-0.018722195,-0.011547491,-0.007133489,-0.000954323,,,,,,,,,,
0.000968976,-0.004650674,-0.013664704,0.029756345,0.009906114,-0.012100234,0.006861125,,,,,,,,,,
-0.011168936,-0.008670043,-0.027260239,-0.015440154,-0.010430443,-0.027028981,-0.015684518,,,,,,,,,,
-0.011294735,-0.010856441,0.003528391,-0.029100078,-0.003062845,0.015953148,-0.013492623,,,,,,,,,,
0.003899106,0.013638903,0.006065816,0.012947831,0.008465244,0.00234199,0.007027001,,,,,,,,,,
0.008808596,0.008301778,0.016101379,0.025569892,0.010116607,-0.003808453,0.014946975,,,,,,,,,,
-0.000263908,0.004125019,-0.006914101,-0.017651967,-0.008987258,-0.010029437,-0.006968388,,,,,,,,,,
-0.004830375,0.030574114,0.006287374,-0.003951168,0.002687268,-0.00267197,-0.002488803,,,,,,,,,,
0.007856257,0.00099769,0.008425835,-0.025960881,0.001038312,-0.027423535,-0.003159267,,,,,,,,,,
0.011790654,0.0148469,-0.021675145,-0.038841564,0.001900898,0.01786554,-0.00949286,,,,,,,,,,
0.010699462,-0.002295211,0.010424962,0.001225596,0.010646677,0.032770573,0.008227125,,,,,,,,,,
-0.009606099,-0.017049062,0.011250183,-0.034521241,0.005281005,-0.013744876,-0.013605005,,,,,,,,,,
-0.004307219,0.000333867,-0.002489196,-0.026840814,-0.000339755,0.004993263,-0.010654809,,,,,,,,,,
-0.001117057,0.002000622,-0.006877145,0.024066495,0.007028769,-0.017736339,0.005186884,,,,,,,,,,
-0.00022327,0.011097542,0.007499993,-0.018630833,0.003453936,0.032857334,-0.003725759,,,,,,,,,,
0.009106122,-0.000659153,-0.005306725,0.040059938,0.000756429,0.031252538,0.016471301,,,,,,,,,,
0.001660346,0.003146357,0.010585521,0.059580244,0.002936992,-0.001399523,0.020874272,,,,,,,,,,
-0.006954383,0.002971934,0.003400801,-0.021462717,-0.002600694,-0.009286936,-0.009581086,,,,,,,,,,
-0.013020866,-0.014111694,-0.007434936,-0.060206077,-0.002018306,-0.021721261,-0.02663226,,,,,,,,,,
-0.015825334,-0.013635576,-0.030305699,-0.0224428,-0.01236541,-0.018076143,-0.020470769,,,,,,,,,,
-5.77181E-05,-0.002545672,-0.010633056,0.037547486,0.003912439,-0.014222677,0.009230005,,,,,,,,,,
0.013058413,0.007111622,0.011594138,0.006799513,0.010975212,0.035760114,0.011379454,,,,,,,,,,
-0.012981834,-0.032058926,-0.020051991,-0.06052381,-0.020442471,-0.050793328,-0.029621195,,,,,,,,,,
-0.007420457,-0.037271429,-0.024807101,-0.002009952,0.002909172,-0.014955299,-0.009068133,,,,,,,,,,
0.003976323,-0.006167346,0.000334812,-0.028319532,0.014169042,-0.024592686,-0.007180247,,,,,,,,,,
-0.007156511,-0.002915514,0.000669378,-0.021327313,0.013389589,0.00565692,-0.009803404,,,,,,,,,,
0.002025095,0.008359383,0.006668937,0.026463251,0.012637662,0.052201672,0.011432063,,,,,,,,,,
0.011360744,-0.000724177,0.005303159,-0.004984478,0.015071179,0.004155571,0.005115153,,,,,,,,,,
0.011798083,-0.003446912,0.019964572,0.031108049,0.00451756,0.005317406,0.018986549,,,,,,,,,,
0.000997339,0.014074795,0.004526502,0.067445583,-0.001933586,0.029324473,0.022563848,,,,,,,,,,
-0.013157244,0.004290923,-0.002583937,-0.049936563,0.00554878,0.059428701,-0.020883664,,,,,,,,,,
0.078794254,0.002494704,-0.006814751,-0.00062525,-0.003132345,-0.009753041,0.037243717,,,,,,,,,,
0.007317837,-0.008758721,0.001301593,-0.039297642,-0.00249716,-0.018132696,-0.008574115,,,,,,,,,,
0.037996561,-0.0037772,0.041094676,-0.006727633,0.013935825,-0.006396863,0.023852612,,,,,,,,,,
-0.002966539,0.010932958,-0.008777125,0.041492744,0.001906995,0.024801311,0.010210042,,,,,,,,,,
-0.003789104,-0.002141584,-0.015228635,0.004676849,-0.00357864,0.00244643,-0.003099609,,,,,,,,,,
0.002352922,-0.004655054,-0.004164928,-0.000769886,-0.004631174,0.007843403,0.00035098,,,,,,,,,,
0.001857755,-0.002515599,-0.012923988,0.015192295,-0.001762552,0.00295901,0.003318153,,,,,,,,,,
0.014042511,-0.024773879,-0.026026909,0.026667,0.005118434,0.00855847,0.010594392,,,,,,,,,,
-0.010958894,-0.016363086,-0.017848499,-0.044027918,-0.003116073,0.003721574,-0.021968712,,,,,,,,,,
-0.00350519,0.013222955,-0.005155809,-0.029025873,0.010031976,0.016080648,-0.011139595,,,,,,,,,,
-0.001784241,0.005719083,0.005155624,-0.119952039,-0.009072214,-0.01422214,-0.036906618,,,,,,,,,,
-0.004175581,-0.006459388,-0.004810768,0.020341591,-0.000479561,-0.000796283,0.003271431,,,,,,,,,,
0.012373389,0.011780018,0.003438649,0.013136155,0.001677931,0.025682769,0.011309101,,,,,,,,,,
0.001566989,-0.000549147,0.002399997,0.029295455,0.004858744,0.003357726,0.010221328,,,,,,,,,,
0.000185329,-0.004771482,-0.003430485,0.002416094,0.004518933,-0.008805941,1.809E-05,,,,,,,,,,
-0.008539617,-0.015760017,-0.001375793,-0.010706624,-0.012361475,-0.008096963,-0.007926106,,,,,,,,,,
0.014650375,-0.003744658,0.002062703,0.015625755,-0.005101478,-0.007106081,0.012203303,,,,,,,,,,
0.011779565,0.009706912,0.005479737,0.023372637,-0.001869017,0.013901647,0.014243329,,,,,,,,,,
0.000198297,-0.002045472,-0.001025068,-0.004036849,-0.003666704,-0.014694682,-0.001644765,,,,,,,,,,
0.002642911,0.007418347,0.010880655,0.02102669,0.013460329,0.013391269,0.009967828,,,,,,,,,,
0.001581653,0.007914031,0.003038771,0.026860937,-0.004278272,0.007535578,0.009702014,,,,,,,,,,
0.011233208,-0.000366803,-0.005747971,0.011742505,-0.002105171,0.013626888,0.008403853,,,,,,,,,,
0.018552555,0.011124521,0.004060915,0.020341651,-0.004305228,0.007631402,0.016268746,,,,,,,,,,
-0.00259256,0.005606169,0,-0.006258911,-0.002608551,0.020319194,-0.002734354,,,,,,,,,,
0.018056503,0.004857495,-0.000337598,0,-0.001633406,-0.003233399,0.008780003,,,,,,,,,,
-0.003752704,-0.002695792,0.001012589,-0.011818013,0.003834826,-0.005746272,-0.00541059,,,,,,,,,,
-0.006895661,-0.003966567,0.002696826,-0.014886254,-0.004734659,0.021319348,-0.007002148,,,,,,,,,,
0.014042107,0.004506329,-0.004047446,0.001171761,0.002778302,0.009277306,0.006773497,,,,,,,,,,
0.011354326,0.001437833,0.001688378,-0.004646256,-0.001633257,0.024485382,0.00502355,,,,,,,,,,
0.003915746,0.016917918,0.004040314,0.014164636,0.009517098,-0.016015557,0.006645368,,,,,,,,,,
-0.002753392,0.005985931,-0.011490574,0.006119421,0.00540981,0.017437338,-0.001141226,,,,,,,,,,
0.015874712,0.007868007,-0.002381844,-0.013833998,0.001448176,-0.008561219,0.003001037,,,,,,,,,,
0.005852663,0.008324564,0.005097619,-0.014769313,0.007769004,0.001193483,-0.000680069,,,,,,,,,,
-0.004146271,-0.010940693,-0.002375698,0.01066957,-0.001277159,-0.029289439,0.000130183,,,,,,,,,,
-0.016868623,-0.004023913,0.000679209,-0.004657034,0.007401745,-0.055815472,-0.010858321,,,,,,,,,,
-0.01100412,0,0.002712783,0.014148673,0.009077486,0.019038408,-0.000202304,,,,,,,,,,
0.010028437,-0.002984888,0.002705443,0.084452659,0.010008167,-0.010246045,0.030992261,,,,,,,,,,
-0.001302441,0.00962493,-0.004399978,0.030948358,0.002253462,0.016596809,0.00840634,,,,,,,,,,
0.001085156,0.006249795,0.007771795,-0.019835433,0.011192254,0.006562525,-0.003986899,,,,,,,,,,
-0.003477291,-0.008342032,-0.004047446,0.002945618,0.013040307,-0.003275992,-0.001618922,,,,,,,,,,
-0.010395498,0.004353475,0.006400644,0.007870958,0.002648167,-0.001262726,-0.001605652,,,,,,,,,,
-0.000880543,0.011059318,-0.011143241,0.032692893,0.004824384,-0.01271605,0.007301752,,,,,,,,,,
-0.006073605,-0.013320557,-0.005106296,-0.020097756,-0.009140917,-0.012880614,-0.01034473,,,,,,,,,,
0.000885709,0.001913771,0.016920857,0.018705631,-0.004106322,0.020021122,0.009606522,,,,,,,,,,
0.005958725,-0.002436336,-0.007071964,-0.005460426,-0.002365056,-0.001271055,-1.91163E-05,,,,,,,,,,
0.011810963,0.002436336,0.002700056,0.014579136,-0.004286619,0.000763042,0.010778576,,,,,,,,,,
0.010275281,0.001563149,0.000336756,0.004174346,0.001456332,-0.015631602,0.006059454,,,,,,,,,,
0.00632883,0.006097937,0.013386978,-0.001417337,-7.65698E-05,0.040243409,0.005967585,,,,,,,,,,
-0.000427911,-0.010476697,0.009595172,-0.04387356,-0.002377809,-0.052717115,-0.013081397,,,,,,,,,,
0.005866207,0.001403164,0.005254521,-0.000784948,0.007344913,0.009369792,0.003797306,,,,,,,,,,
0.020421903,-0.006683132,-0.001311044,-0.029167101,-0.005503421,-0.045040829,-7.35651E-05,,,,,,,,,,
-0.006481351,-0.016187986,-0.011214047,-0.016254676,-0.004378537,-0.01254427,-0.010455476,,,,,,,,,,
0.000419335,0.004651771,-0.003322304,0.018049503,0.011405163,0.014169396,0.005447386,,,,,,,,,,
-0.003675832,-0.008244917,-0.001665233,-0.016270856,-0.008714373,0.013170229,-0.006799044,,,,,,,,,,
0.001892187,0.004310197,0.002330703,-0.006078746,-0.013760105,-0.005891738,-0.000633052,,,,,,,,,,
0.012834722,0.008743179,0.005637592,0.038536365,0.006130332,0.004020961,0.019203979,,,,,,,,,,
-0.011785052,0.034570108,0.005605855,-0.031910927,0,0.017239347,-0.014135142,,,,,,,,,,
-0.005681353,0.007522981,0.017924527,-0.011082245,0.012531299,-0.004216138,-0.003079627,,,,,,,,,,
-0.017991452,-0.014583766,-0.013331481,-0.008137575,-0.006207444,-0.034930689,-0.014521759,,,,,,,,,,
0.014291825,0.006374303,0.005874949,0.021221686,0.002380393,0.016542558,0.014949614,,,,,,,,,,
-0.005202363,0.000171804,-0.012442754,0.002360633,0.006878509,-0.000807064,-0.004076982,,,,,,,,,,
0.008268731,0.007356159,0.004602193,-0.004362499,0.009777612,0.014165253,0.003887042,,,,,,,,,,
0.025742906,0.005608662,-0.003285194,0.013165548,0.00975784,0.03827143,0.01698467,,,,,,,,,,
-0.001647787,0.002877249,-0.00164672,0.00470819,0.007219039,-0.027973969,-0.000281503,,,,,,,,,,
0.006574375,-0.00270783,-0.004956135,0.000134218,-0.009537387,-0.000262837,0.002391828,,,,,,,,,,
0.013727231,0.003045789,-0.002985703,0.005575518,-0.002473686,0.003409689,0.008020804,,,,,,,,,,
-0.006484408,-0.009335345,-0.012368384,0.000844719,-0.006173331,-0.013444313,-0.005450519,,,,,,,,,,
-0.002340478,0.004593498,-0.007151474,0.017227774,0.000830471,0.004237796,0.002934416,,,,,,,,,,
-0.026324185,-0.021273609,-0.019324317,-0.024856439,-0.025137917,-0.010093377,-0.024264995,,,,,,,,,,
0.005528736,-0.020850331,0.005559622,0.043680401,-0.010422583,0.003198578,0.017101095,,,,,,,,,,
-0.005633346,0.003005176,-0.003818909,0.022256584,0.00210876,-0.008015307,0.003167002,,,,,,,,,,
-0.004928828,-0.010469434,-0.01189679,-0.000125721,-0.025363777,-0.02856949,-0.005231216,,,,,,,,,,
-0.00168349,0.003028,-0.004586026,0.04284429,0.006143239,-0.003325752,0.011370269,,,,,,,,,,
-0.000105736,-0.005707301,-0.008523002,0.013803818,-0.000636485,-0.011448075,0.002386792,,,,,,,,,,
0.002747745,0.007661551,0.01064193,-0.017022748,0.017435748,0.017537072,-0.001552843,,,,,,,,,,
0.013108093,-0.000355143,-0.003180458,0.04411,-0.001174181,0.012340718,0.019643375,,,,,,,,,,
-0.000208546,0.000532625,-0.006035918,0.002465011,-0.004866482,-0.004917802,-0.000532163,,,,,,,,,,
0.013146402,0.006544642,0.004618901,0.001345436,0.004004968,0.020602203,0.008180043,,,,,,,,,,
0.002670358,0.004573388,0.018265264,0.004102078,-0.005028391,0.029868802,0.006486395,,,,,,,,,,
0.004911013,-0.004044583,-0.00313731,0.002407365,0.00166658,0.003379664,0.002668193,,,,,,,,,,
0.011971203,0.008422492,0.006958919,-0.007931855,0.001584924,0.025116759,0.005285465,,,,,,,,,,
0.013721532,0.005749779,0.003461592,-0.012309,0.010475371,0.000759159,0.003647996,,,,,,,,,,
0.000398004,0.001388937,-0.00172946,-0.004097865,-0.001097533,0.024482855,-0.000820854,,,,,,,,,,
9.92017E-05,0.014809755,-0.002425686,-0.005371996,0.003445284,-0.015168833,-0.00233907,,,,,,,,,,
0.007330533,-0.000170731,0.003463526,0.009547713,-0.006430188,0.012450442,0.007422624,,,,,,,,,,
0.002169179,0.014427973,-0.000345596,0.022221834,0.005726709,0.002718391,0.007874628,,,,,,,,,,
-0.00642237,0.006717924,0.010323369,-0.003089857,0.003201903,-0.015419485,-0.002605249,,,,,,,,,,
0.012215879,-0.002513905,0.009540129,0.005752544,0.003036257,0.006495195,0.009619828,,,,,,,,,,
0.001174287,-0.007242177,-0.003736991,0.002314452,0.000854826,-0.006745799,0.000462459,,,,,,,,,,
0.002442133,0.00489,0.000340068,0.021891571,0.005422173,-0.007801468,0.007785637,,,,,,,,,,
0.007774414,0.003693669,-0.004432859,0.05208649,-0.014864657,0.033539262,0.019699634,,,,,,,,,,
-0.043123825,0.00050275,0.004773176,-0.010366122,0.002505815,-0.052927749,-0.024752224,,,,,,,,,,
-0.008322246,0.000167413,-0.001020888,0.017101082,-0.008324992,0.01203442,0.001203145,,,,,,,,,,
0.008625393,0.00334389,0.009488402,-0.030707185,0.004720641,-0.001783452,-0.003471378,,,,,,,,,,
-0.006182613,-0.000333675,-0.008467515,0.016872607,-0.009384411,-0.004599834,0.000495247,,,,,,,,,,
-0.003768563,-0.013955718,-0.005799225,-0.012950858,-0.008194382,-0.005651135,-0.006989566,,,,,,,,,,
0.030255031,0.002705397,0.007158698,0.00936427,-0.007215603,0.018629786,0.019470398,,,,,,,,,,
0.004248394,0.009077092,0.006432943,-0.002814362,-0.0036275,0.000253293,0.002398139,,,,,,,,,,
0.002265194,0.004507904,-0.006772388,-0.003967763,-0.0094935,0.003280416,-0.001221848,,,,,,,,,,
-0.000295472,-0.001500264,0.016512504,-0.095145457,0.01279908,-0.012422575,-0.026543839,,,,,,,,,,
-0.007605293,0.000833615,0.004335376,0.026740809,0.005778489,0.008130124,0.005369121,,,,,,,,,,
0.007113052,0.00532025,0.009934117,0.002451583,-0.001922455,-0.014784802,0.0057056,,,,,,,,,,
